Artist_ID,Objects_1_ID,Disp_Access_No,Alt_Title,Dedication,Disp_Dimen,Disp_Title,Department,Disp_Medium,Disp_Obj_Type,Disp_Create_DT,_Disp_Start_Dat,_Disp_End_Date
648,5381,2004.086,,"POINT OF VIEW: AN ANTHOLOGY OF THE MOVING IMAGE, 2004.  A BOXED SET OF ELEVEN DVDS BY THE FOLLOWING ARTISTS: FRANCIS ALYS, DAVID CLAEBOUT, DOUGLAS GORDON, GARY HILL, PIERRE HUYGHE, JOAN JONAS, ISAAC JULIEN, WILLIAM KENTRIDGE, PAUL MCCARTHY, PIPILOTTI RIST AND ANRI SALA. THE EDITION IS UNLIMITED. PRODUCED BY: BICK PRODUCTIONS (ILENE KURTZ-KRETZSCHMAR AND CAROLINE BOURGEOIS), AND THE NEW MUSEUM OF CONTEMPORARY ART, NEW YORK); EXECUTIVE PRODUCERS: JUMEX COLLECTION, MEXICO AND BLINK DIGITAL, NEW YORK; SPONSOR: THE NEW ART TRUST, SAN FRANCISCO. COLBY COLLEGE MUSEUM OF ART, MUSEUM PURCHASE FROM THE JETT&#201; ACQUISITIONS FUND",171 in. (434.34 cm),Blind Spot,Permanent Collection,Dvd,Video,2003,2003,2003
685,5382,2004.087,,"POINT OF VIEW: AN ANTHOLOGY OF THE MOVING IMAGE, 2004.  A BOXED SET OF ELEVEN DVDS BY THE FOLLOWING ARTISTS: FRANCIS ALYS, DAVID CLAEBOUT, DOUGLAS GORDON, GARY HILL, PIERRE HUYGHE, JOAN JONAS, ISAAC JULIEN, WILLIAM KENTRIDGE, PAUL MCCARTHY, PIPILOTTI RIST AND ANRI SALA. THE EDITION IS UNLIMITED. PRODUCED BY: BICK PRODUCTIONS (ILENE KURTZ-KRETZSCHMAR AND CAROLINE BOURGEOIS), AND THE NEW MUSEUM OF CONTEMPORARY ART, NEW YORK); EXECUTIVE PRODUCERS: JUMEX COLLECTION, MEXICO AND BLINK DIGITAL, NEW YORK; SPONSOR: THE NEW ART TRUST, SAN FRANCISCO. COLBY COLLEGE MUSEUM OF ART, MUSEUM PURCHASE FROM THE JETT&#201; ACQUISITIONS FUND",60 in. (152.4 cm),I Jedi,Permanent Collection,Dvd,Video,2003,2003,2003
711,5383,2004.088,,"POINT OF VIEW: AN ANTHOLOGY OF THE MOVING IMAGE, 2004.  A BOXED SET OF ELEVEN DVDS BY THE FOLLOWING ARTISTS: FRANCIS ALYS, DAVID CLAEBOUT, DOUGLAS GORDON, GARY HILL, PIERRE HUYGHE, JOAN JONAS, ISAAC JULIEN, WILLIAM KENTRIDGE, PAUL MCCARTHY, PIPILOTTI RIST AND ANRI SALA. THE EDITION IS UNLIMITED. PRODUCED BY: BICK PRODUCTIONS (ILENE KURTZ-KRETZSCHMAR AND CAROLINE BOURGEOIS), AND THE NEW MUSEUM OF CONTEMPORARY ART, NEW YORK); EXECUTIVE PRODUCERS: JUMEX COLLECTION, MEXICO AND BLINK DIGITAL, NEW YORK; SPONSOR: THE NEW ART TRUST, SAN FRANCISCO. COLBY COLLEGE MUSEUM OF ART, MUSEUM PURCHASE FROM THE JETT&#201; ACQUISITIONS FUND",96 in. (243.84 cm),Waltz,Permanent Collection,Dvd,Video,2003,2003,2003
718,5384,2004.089,,"POINT OF VIEW: AN ANTHOLOGY OF THE MOVING IMAGE, 2004.  A BOXED SET OF ELEVEN DVDS BY THE FOLLOWING ARTISTS: FRANCIS ALYS, DAVID CLAEBOUT, DOUGLAS GORDON, GARY HILL, PIERRE HUYGHE, JOAN JONAS, ISAAC JULIEN, WILLIAM KENTRIDGE, PAUL MCCARTHY, PIPILOTTI RIST AND ANRI SALA. THE EDITION IS UNLIMITED. PRODUCED BY: BICK PRODUCTIONS (ILENE KURTZ-KRETZSCHMAR AND CAROLINE BOURGEOIS), AND THE NEW MUSEUM OF CONTEMPORARY ART, NEW YORK); EXECUTIVE PRODUCERS: JUMEX COLLECTION, MEXICO AND BLINK DIGITAL, NEW YORK; SPONSOR: THE NEW ART TRUST, SAN FRANCISCO. COLBY COLLEGE MUSEUM OF ART, MUSEUM PURCHASE FROM THE JETT&#201; ACQUISITIONS FUND",86 in. (218.44 cm),Encore (Paradise Omeros: Redux),Permanent Collection,DVD,Video,2003,2003,2003
743,5385,2004.090,,"POINT OF VIEW: AN ANTHOLOGY OF THE MOVING IMAGE, 2004.  A BOXED SET OF ELEVEN DVDS BY THE FOLLOWING ARTISTS: FRANCIS ALYS, DAVID CLAEBOUT, DOUGLAS GORDON, GARY HILL, PIERRE HUYGHE, JOAN JONAS, ISAAC JULIEN, WILLIAM KENTRIDGE, PAUL MCCARTHY, PIPILOTTI RIST AND ANRI SALA. THE EDITION IS UNLIMITED. PRODUCED BY: BICK PRODUCTIONS (ILENE KURTZ-KRETZSCHMAR AND CAROLINE BOURGEOIS), AND THE NEW MUSEUM OF CONTEMPORARY ART, NEW YORK); EXECUTIVE PRODUCERS: JUMEX COLLECTION, MEXICO AND BLINK DIGITAL, NEW YORK; SPONSOR: THE NEW ART TRUST, SAN FRANCISCO. COLBY COLLEGE MUSEUM OF ART, MUSEUM PURCHASE FROM THE JETT&#201; ACQUISITIONS FUND",62 in. (157.48 cm),Automatic Writing,Permanent Collection,Dvd,Video,2003,2003,2003
903,5386,2004.091,,"POINT OF VIEW: AN ANTHOLOGY OF THE MOVING IMAGE, 2004.  A BOXED SET OF ELEVEN DVDS BY THE FOLLOWING ARTISTS: FRANCIS ALYS, DAVID CLAEBOUT, DOUGLAS GORDON, GARY HILL, PIERRE HUYGHE, JOAN JONAS, ISAAC JULIEN, WILLIAM KENTRIDGE, PAUL MCCARTHY, PIPILOTTI RIST AND ANRI SALA. THE EDITION IS UNLIMITED. PRODUCED BY: BICK PRODUCTIONS (ILENE KURTZ-KRETZSCHMAR AND CAROLINE BOURGEOIS), AND THE NEW MUSEUM OF CONTEMPORARY ART, NEW YORK); EXECUTIVE PRODUCERS: JUMEX COLLECTION, MEXICO AND BLINK DIGITAL, NEW YORK; SPONSOR: THE NEW ART TRUST, SAN FRANCISCO. COLBY COLLEGE MUSEUM OF ART, MUSEUM PURCHASE FROM THE JETT&#201; ACQUISITIONS FUND",80 in. (203.2 cm),Wgg (Wild Gone Girls),Permanent Collection,Dvd,Video,2003,2003,2003
1122,5387,2004.092,,"POINT OF VIEW: AN ANTHOLOGY OF THE MOVING IMAGE, 2004.  A BOXED SET OF ELEVEN DVDS BY THE FOLLOWING ARTISTS: FRANCIS ALYS, DAVID CLAEBOUT, DOUGLAS GORDON, GARY HILL, PIERRE HUYGHE, JOAN JONAS, ISAAC JULIEN, WILLIAM KENTRIDGE, PAUL MCCARTHY, PIPILOTTI RIST AND ANRI SALA. THE EDITION IS UNLIMITED. PRODUCED BY: BICK PRODUCTIONS (ILENE KURTZ-KRETZSCHMAR AND CAROLINE BOURGEOIS), AND THE NEW MUSEUM OF CONTEMPORARY ART, NEW YORK); EXECUTIVE PRODUCERS: JUMEX COLLECTION, MEXICO AND BLINK DIGITAL, NEW YORK; SPONSOR: THE NEW ART TRUST, SAN FRANCISCO. COLBY COLLEGE MUSEUM OF ART, MUSEUM PURCHASE FROM THE JETT&#201; ACQUISITIONS FUND",96 in. (243.84 cm),I Want to See How You See,Permanent Collection,Dvd,Video,2003,2003,2003
1172,5388,2004.093,,"POINT OF VIEW: AN ANTHOLOGY OF THE MOVING IMAGE, 2004.  A BOXED SET OF ELEVEN DVDS BY THE FOLLOWING ARTISTS: FRANCIS ALYS, DAVID CLAEBOUT, DOUGLAS GORDON, GARY HILL, PIERRE HUYGHE, JOAN JONAS, ISAAC JULIEN, WILLIAM KENTRIDGE, PAUL MCCARTHY, PIPILOTTI RIST AND ANRI SALA. THE EDITION IS UNLIMITED. PRODUCED BY: BICK PRODUCTIONS (ILENE KURTZ-KRETZSCHMAR AND CAROLINE BOURGEOIS), AND THE NEW MUSEUM OF CONTEMPORARY ART, NEW YORK); EXECUTIVE PRODUCERS: JUMEX COLLECTION, MEXICO AND BLINK DIGITAL, NEW YORK; SPONSOR: THE NEW ART TRUST, SAN FRANCISCO. COLBY COLLEGE MUSEUM OF ART, MUSEUM PURCHASE FROM THE JETT&#201; ACQUISITIONS FUND",82 in. (208.28 cm),Time After Time,Permanent Collection,Dvd,Video,2003,2003,2003
337,5389,2004.094,,Colby College Museum of Art,25 in. x 30 in. (63.5 cm x 76.2 cm),Country Scene-The Bridge,Permanent Collection,Oil on board,Painting,,,
1062,5390,2004.095,,"Colby College Museum of Art, Gift of Anne P. Stevens",8 in. x 11 1/4 in. (20.32 cm x 28.58 cm),Moonlight,Permanent Collection,Mezzotint on paper,Graphics,,,
1062,5391,2004.096,,Gift of Anne P. Stevens,10 3/16 in. x 6 1/2 in. (25.88 cm x 16.51 cm),"Broadway, New York",Permanent Collection,Drypoint on paper,Graphics,,,
1062,5392,2004.097,,"Colby College Museum of Art, Gift of Anne P. Stevens",17 3/16 in. x 11 in. (43.66 cm x 27.94 cm),"North Church, Boston",Permanent Collection,Etching on paper,Graphics,,,
1062,5393,2004.098,,"Colby College Museum of Art, Gift of Anne P. Stevens",10 1/2 in. x 11 1/2 in. (26.67 cm x 29.21 cm),"Whaler Gayhead, San Francisco",Permanent Collection,Etching on paper,Graphics,,,
1415,5394,2004.099,,Gift of the artist,16 1/4 in. x 12 1/4 in. (41.28 cm x 31.12 cm),"Intervals, Interval 1",Permanent Collection,Relief print with embossment,Graphics,2003,2003,2003
1415,5395,2004.100,,Gift of the artist,16 1/4 in. x 12 1/4 in. (41.28 cm x 31.12 cm),"Intervals, Interval 2",Permanent Collection,Relief print with embossment,Graphics,2003,2003,2003
1415,5396,2004.101,,Gift of the artist,16 1/4 in. x 12 1/4 in. (41.28 cm x 31.12 cm),"Intervals, Interval 3",Permanent Collection,Relief print with embossment,Graphics,2003,2003,2003
1415,5397,2004.102,,Gift of the artist,16 1/4 in. x 12 1/4 in. (41.28 cm x 31.12 cm),"Intervals, Interval 4",Permanent Collection,Relief print with embossment,Graphics,2003,2003,2003
1415,5398,2004.103,,Gift of the artist,16 1/4 in. x 12 1/4 in. (41.28 cm x 31.12 cm),"Intervals, Interval 5",Permanent Collection,Relief print with embossment,Graphics,2003,2003,2003
1415,5399,2004.104,,Gift of the artist,16 1/4 in. x 12 1/4 in. (41.28 cm x 31.12 cm),"Intervals, Interval 6",Permanent Collection,Relief print with embossment,Graphics,2003,2003,2003
1415,5400,2004.105,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, Title Page",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5401,2004.106,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 1",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5402,2004.107,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 2",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5403,2004.108,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 3",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5404,2004.109,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 4",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent paper,Graphics,2004,2004,2004
1415,5405,2004.110,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 5",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5406,2004.111,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 6",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5407,2004.112,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 7",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5408,2004.113,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 8",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5409,2004.114,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 9",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5410,2004.115,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 10",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5411,2004.116,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 11",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5412,2004.117,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 12",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5413,2004.118,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 13",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5414,2004.119,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 14",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5415,2004.120,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 15",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5416,2004.121,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 16",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5417,2004.122,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 17",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5418,2004.123,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 18",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5419,2004.124,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 19",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5420,2004.125,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 20",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5421,2004.126,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 21",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5422,2004.127,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 22",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5423,2004.128,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 23",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5424,2004.129,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 24",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5425,2004.130,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 25",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5426,2004.131,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 26",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5427,2004.132,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 27",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5428,2004.133,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 28",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5429,2004.134,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 29",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5430,2004.135,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 30",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5431,2004.136,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 31",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5432,2004.137,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 32",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5433,2004.138,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 33",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5434,2004.139,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 34",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5435,2004.140,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 35",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5436,2004.141,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 36",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5437,2004.142,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 37",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5438,2004.143,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 38",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5439,2004.144,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 39",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5440,2004.145,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, 40",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5441,2004.146,,Gift of the artist,14 in. x 11 in. (35.56 cm x 27.94 cm),"Turbulence Skins, Colophon",Permanent Collection,One of 42 lithographs with text by Ben Marcus  on Chartum Natural Translucent pa,Graphics,2004,2004,2004
1415,5442,2004.147,,Gift of the artist and Universal Limited Art Editions (ULAE),22 1/2 in. x 31 1/2 in. (57.15 cm x 80.01 cm),Template,Permanent Collection,Lithograph printed in five colors on Arches paper,Graphics,2004,2004,2004
1415,5443,2004.148,,Gift of the artist and Universal Limited Art Editions (ULAE),20 in. x 28 1/2 in. (50.8 cm x 72.39 cm),Switch,Permanent Collection,Lithograph trial proof printed in two colors on Wsh &amp; co. British handmade paper,Graphics,2004,2004,2004
1415,5444,2004.149,,Gift of the artist and Universal Limited Art Editions (ULAE),22 1/4 in. x 30 1/4 in. (56.52 cm x 76.84 cm),Bond,Permanent Collection,Lithograph printed in two colors on unbleached Arnold paper,Graphics,2004,2004,2004
1415,5445,2004.150,,Gift of the artist and Universal Limited Art Editions (ULAE),22 1/4 in. x 30 in. (56.52 cm x 76.2 cm),Wave,Permanent Collection,Lithograph printed in three colors on Somerset paper,Graphics,2004,2004,2004
1415,5446,2004.151,,Gift of the artist and Universal Limited Art Editions (ULAE),23 in. x 30 1/2 in. (58.42 cm x 77.47 cm),Cell,Permanent Collection,Lithograph proof printed in four colors on J Whatman 1953 paper,Graphics,2004,2004,2004
1415,5447,2004.152,,Gift of the artist and Universal Limited Art Editions (ULAE),19 5/8 in. x 24 1/4 in. (49.85 cm x 61.6 cm),Unit,Permanent Collection,Lithograph  on J Whatman 1952 paper,Graphics,2004,2004,2004
1415,5448,2004.153,,Gift of the artist and Universal Limited Art Editions (ULAE),22 in. x 31 in. (55.88 cm x 78.74 cm),Knot,Permanent Collection,Lithograph printed in four colors on RWS handmade paper,Graphics,2004,2004,2004
1415,5449,2004.154,,Gift of the artist and Universal Limited Art Editions (ULAE),23 in. x 30 1/2 in. (58.42 cm x 77.47 cm),Sequence,Permanent Collection,Lithograph printed in four colors on J Whatman 1953 paper,Graphics,2004,2004,2004
1415,5450,2004.155,,Gift of the artist and Universal Limited Art Editions (ULAE),22 in. x 31 in. (55.88 cm x 78.74 cm),Grid,Permanent Collection,Lithograph printed in four colors on RWS handmade paper,Graphics,2004,2004,2004
1415,5451,2004.156,,Gift of the artist,36 in. x 29 1/2 in. (91.44 cm x 74.93 cm),Metal Virus,Permanent Collection,Mixographia print on handmade paper,Graphics,2003,2003,2003
250,5452,2004.157,,Gift of Gary Knight,33 1/8 in. x 50 1/8 in. (84.14 cm x 127.32 cm),Grand Manan,Permanent Collection,Oil on canvas,Painting,1868,1868,1868
989,5453,2005.001,,Colby College Museum of Art,28 in. x 28 in. (71.12 cm x 71.12 cm),Pastry Three,Permanent Collection,Oil on canvas,Painting,1967,1967,1967
501,5454,2005.002,,Colby College Museum of Art,,Untitled (Landscape-Tree and House),Permanent Collection,Watercolor on paper,Drawing,1963,1963,1963
886,5455,2005.003,,Colby College Museum of Art,14 in. x 17 1/2 in. (35.56 cm x 44.45 cm),Europa and the Bull,Permanent Collection,Oil on canvas,Painting,1956,1956,1956
1282,5456,2005.004,,Museum purchase from the Jere Abbott Acquisitions Fund,7 in. x 54 in. x 27 in. (17.78 cm x 137.16 cm x 68.58 cm),In-fill-Trait,Permanent Collection,"PVC pipe, Plexiglas, mirror, Mylar, hardware",Sculpture,2004,2004,2004
1282,5457,2005.005,,Museum purchase from the Jere Abbott Acquisitions Fund,7 in. x 54 in. x 27 in. (17.78 cm x 137.16 cm x 68.58 cm),Line In/Line Out,Permanent Collection,Mixed media,Sculpture,2004,2004,2004
972,5458,2005.006,,Gift of Alex Katz,60 in. x 72 in. (152.4 cm x 182.88 cm),Untitled,Permanent Collection,Acrylic and pumice on canvas,Painting,2001,2001,2001
699,5459,2005.007,,Gift of Alex Katz,11 1/2 in. x 12 1/4 in. x 3/4 in. (29.21 cm x 31.12 cm x 1.91 cm),Pier (Gulls),Permanent Collection,Acrylic on canvas,Painting,2004,2004,2004
442,5460,2005.008,, Gift of Alex Katz,38 in. x 80 in. (96.52 cm x 203.2 cm),Cow Parsnip,Permanent Collection,Oil on canvas,Painting,1996,1996,1996
432,5461,2005.009,,Gift of Alex Katz,84 in. x 72 in. (213.36 cm x 182.88 cm),Untitled,Permanent Collection,Oil on linen,Painting,2004,2004,2004
332,5462,2005.010,,Gift of Alex Katz,70 in. x 84 in. (177.8 cm x 213.36 cm),Bedroom Painting,Permanent Collection,Oil on linen,Painting,2002,2002,2002
1321,5463,2005.011,,Bequest of Mrs. Elise Fay Hawtin in Honor of The John A. Bradford Family,41 x 36 x 2 1/2 in. (104.1 x 91.4 x 6.4 cm),Landscape with Clouds,Permanent Collection,Oil on canvas,Painting,c. 1880&#39;s,1875,1885
1934,5464,2005.012,,Gift of the American Abstract Artists,9 3/4 in. x 12 3/4 in. (24.77 cm x 32.39 cm),"American Abstract Artists, 50th Anniversary Print Portfolio",Permanent Collection,Lithograph,Graphics,1987,1987,1987
1934,5465,2005.013,,Gift of the American Abstract Artists,9 3/4 in. x 12 3/4 in. (24.77 cm x 32.39 cm),"American Abstract Artists, 60th Anniversary Print Portfolio",Permanent Collection,Lithograph,Graphics,1997,1997,1997
1415,5466,2005.014,,Gift of the artist,35 3/4 in. x 28 1/2 in. (90.81 cm x 72.39 cm),Disk/1,Permanent Collection,Mixographia,Graphics,2005,2005,2005
1415,5467,2005.015,,Gift of the artist,36 in. x 28 1/2 in. (91.44 cm x 72.39 cm),Disk/2,Permanent Collection,Mixographia,Graphics,2005,2005,2005
1415,5468,2005.016,,Gift of the artist,30 in. x 41 in. (76.2 cm x 104.14 cm),The Influencing Machine,Permanent Collection,Lithograph on paper,Graphics,2005,2005,2005
1415,5469,2005.017,,Gift of the artist,22 1/2 in. x 30 1/4 in. (57.15 cm x 76.84 cm),"Tokyo Notes, 1",Permanent Collection,Lithograph on paper,Graphics,2005,2005,2005
1415,5470,2005.018,,Gift of the artist,22 1/2 in. x 30 1/4 in. (57.15 cm x 76.84 cm),"Tokyo Notes, 2",Permanent Collection,Lithograph on paper,Graphics,2005,2005,2005
1415,5471,2005.019,,Gift of the artist,22 1/2 in. x 30 1/4 in. (57.15 cm x 76.84 cm),"Tokyo Notes, 3",Permanent Collection,Lithograph on paper,Graphics,2005,2005,2005
1415,5472,2005.020,,Gift of the artist,22 1/2 in. x 30 1/4 in. (57.15 cm x 76.84 cm),"Tokyo Notes, 4",Permanent Collection,Lithograph on paper,Graphics,2005,2005,2005
1415,5473,2005.021,,Gift of the artist,22 1/2 in. x 30 1/4 in. (57.15 cm x 76.84 cm),"Tokyo Notes, 5",Permanent Collection,Lithograph on paper,Graphics,2005,2005,2005
1415,5474,2005.022,,Gift of the artist,22 1/2 in. x 30 1/4 in. (57.15 cm x 76.84 cm),"Tokyo Notes, 6",Permanent Collection,Lithograph on paper,Graphics,2005,2005,2005
1415,5475,2005.023,,Gift of the artist,22 1/2 in. x 30 1/4 in. (57.15 cm x 76.84 cm),"Tokyo Notes, 7",Permanent Collection,Lithograph on paper,Graphics,2005,2005,2005
1415,5476,2005.024,,Gift of the artist,22 1/2 in. x 30 1/4 in. (57.15 cm x 76.84 cm),"Tokyo Notes, 8",Permanent Collection,Lithograph on paper,Graphics,2005,2005,2005
1415,5477,2005.025,,Gift of the artist,22 1/2 in. x 30 1/4 in. (57.15 cm x 76.84 cm),"Tokyo Notes, 9",Permanent Collection,Lithograph on paper,Graphics,2005,2005,2005
1415,5478,2005.026,,Gift of the artist,22 1/4  x 30 in. (56.52  x 76.2 cm),"Tokyo Notes, Title Page",Permanent Collection,Lithograph on paper,Graphics,2005,2005,2005
1415,5479,2005.027,,Gift of the artist,22 1/2 in. x 30 1/4 in. (57.15 cm x 76.84 cm),"Tokyo Notes, Colophon",Permanent Collection,Lithograph on paper,Graphics,2005,2005,2005
